name,iata_code,icao_code
Tinadar Jets,null,NAD
Air Tindi,8T*,TIN
Tiramavia,null,TVI
Titan Aero Airlines,null,RTT
Titan Airways Malta,TM*,TMT
Titan Airways,ZT,AWC
Titanium Air,null,null
TJS San Marino,null,TSR
TL Aviation,null,TLI
TLC Air,null,TLS
Tobruk Air,null,TOB
Air Today,null,TDY
TOJ Airlines,null,TOJ
TOKi Air,BV,null
Toll Aviation,null,TFX
Tomahawk Airways,null,TMK
Air Tomisko,null,TOH
Tomorrow's Aeronautical Museum,null,SQD
Tomzajet,null,TJE
Toos Airlines,null,IRT
Top Flight Air Service,null,CHE
Top-Fly,null,TLY
Top Helicopteros,null,BRM
Top Air,null,TOP
Topair,null,TPI
TopBrass Aviation,null,BRL
Topcliffe FTU,null,TOF
Topflight Aero-Services,null,TAF
Topre Corporation,T4,null
Air Toronto,null,CNE
Total Linhas Aéreas,null,TTL
Touraine Helicoptre,null,THF
Air Tourisme Instruction Services,null,RWK
Toyo Aviation,null,TOY
Trabajos Aereos Murcianos,null,AIM
Trabajos Aereos Y Publicidad Andaluza,null,CGM
Trabajos Aereos Espejo,null,EPJ
Trabajos Aereos Fotografia Y Reportajes,null,FYR
TRABAJOS AEREOS DE CORDOBA S.L.,null,FZM
Trabajos Aereos Publicitarios,null,TAQ
Trabajos Aereos Vascongados,null,TVH
Track Aviation Services Pakistan,null,TAZ
Air Tractor,null,AOU
Trade Air,C3,TDR
Tradecraft Flying Service,null,RGL
Tradecraft Nigeria,null,TCA
Tradewind Aviation,TJ,GPD
Tradewinds Aviation,null,TWL
Trading Air Cargo,null,JCH
Air Traffic,null,ATJ
Air Traffic Control (In General),null,ZGZ
Air Traffic Flow Control Unit,null,ZDZ
Traffic Management Corporation (TMC) Airlines,null,TMM
Air Traffic Services Reporting Office,null,ZPZ
Tragsa,null,TRG
Air & Training Center-West,null,BDI
"Tram, Société",null,TMQ
Tramson,null,TRR
Trans-Aeromax,null,GIX
Trans-African Airways,null,TSF
Trans America,null,CLR
Trans America Airlines,null,TVA
Trans Anguilla Airways,null,null
Trans Arabian Air Transport,null,TRT
Trans-Atlantic Airlines,null,TGL
Trans Atlantic Airlines,null,TLL
Trans Caravan,null,TCK
Trans Caribbean Air Export Import,CB*,null
Trans Air Charter,null,TRC
Trans Colorado Airlines,null,TCE
Trans Air Congo,Q8,TSG
Trans Continental Airlines,null,TCC
Trans-Eastern Airlines,null,TRE
Trans International Express,null,BAP
Trans-Florida Airlines,null,TFA
Trans Guyana Airways,null,TGY
Trans Helicoptere Service,null,THZ
Trans Island Airways,null,GGT
Trans Island Air,null,TRD
International Trans-Air,null,ITH
Trans-Air-Link,null,GJB
Trans Maldivian Airways,null,TMW
Trans Nation Airways,null,TNW
Trans North Turbo Air,null,TNT
Trans-Provincial Airlines,null,TPY
Trans Reco,null,REC
Trans Sahara Air,null,SBJ
Trans-Air Services,null,TSN
Trans International Airlines,null,TIA
Trans Air Welwitchia,null,TWW
Transaereo 5074,null,TEO
Transafric Uganda,null,TKU
Transafrican Air,TA*,TAK
Transafrik International,null,TFK
transair Express,R9*,MUI
Transair France,null,TSA
Transair Gabon,null,TGX
transair,T4*,RDS
Transarabian Transportation Services,null,UTT
Air Transat,TS,TSC
Transaustralian Air Express,null,AUC
Transaven Airlines,null,VEN
Transavia Flugbetriebsgesellschaft,null,null
Transavia France,TO,TVF
Transavia,HV,TRA
Transaviabaltika,null,KTB
Transaviaexport Cargo Airline,null,TXC
Transaviaservice,null,FNV
Transcancun Services,null,TNC
Transcarga International Airways,T7*,TIW
Transcontinental Sur,null,TCT
Transcontinental Air,null,TCH
Transcorp Airways,null,TCP
Transliz Aviation,null,TKA
Transliz Aviation (TMS),null,TLZ
Transmandu,null,TMD
TransNusa,8B,TNU
Transpais Aereo,null,TPM
Transpax Expres,null,TPP
Air Transport International,8C,ATN
Transport Aerien Ouest African,null,OUA
Transport Aerien de Mauritanie (TAM),null,TRM
Transport Africa,null,TLF
Transport Automated Information Systems - TAIS,1M,null
Air Transport,null,EAT
Transport Facilitators,null,TFI
Air Transport Iglesias,null,IGL
Air Transport & Transit Regional,null,TTO
Transport'air,null,TSI
Transportacion Aerea del Mar de Cortes,null,MCT
Transportacion Aerea Del Norte,null,TPN
Transportacion Aerea de Queretaro,null,TQR
Transportaciones Y Servicios Aereos,null,TTR
Transporte Aereo Expreso Moche,null,APU
Transporte Aereo Dominicano (TRADO),null,TDO
Transporte Aereo Techico Ejecutivo,null,TTS
Transporte Aereo Ernesto Saenz,null,TZE
Transporte Amazon Air,null,TMZ
Transporte Ejecutivo Aereo,null,EAR
Transportes Aereos Bolivianos (TAB),2L*,BOL
Transportes Aereos Don Carlos,null,DCL
Transportes Aereos de Acapulco,null,LWC
Transportes Aereos Amparo,null,MPO
Transportes Aereos Mexiquenses,null,MXQ
Transportes Aereos Sierra Alta,null,RRT
Transportes Aereos Sierra Madre SA de CV,null,SEI
Transportes Aereos San Rafael,null,SRF
Transportes Aereos Tauro,null,TAU
Transportes Aereos de Ixtlan,null,TDI
Transportes Aereos del Pacifico,null,TFO
Transportes Aereos Regionales,null,TGI
Transportes Aereos Pegaso,null,TPG
Transportes Aereos Petroleros / TAPSA,null,TPS
Transportes Aereos de Xalapa,null,TPX
Transportes La Paz,null,TPZ
Transportes Nacionales,null,THC
Transportes Peninsulares Terrestres Aereos Y Maritimos,null,TPE
Transports Aériens de La Guinee-Bissau,null,GBU
Transports Aériens Du Benin (T.A.B.),null,TSB
Air Transse,null,TSQ
Transteco,null,TTC
Transwest Air,4T,null
Transwestern Airlines Of Utah,null,TRW
Transwings,null,TSW
Transwisata Prima Aviation,null,TWT
Transylvania International Airlines,null,TYC
Air Travel,A6,OTC
Travel Management Company Ltd.,null,TMC
Travel Technologyu Interactive,Y1,null
Travelair,null,TLV
Travelsky Technology,1E,null
Traverse-Avia Service,null,VTR
Travira Air,null,TVV
Travis County EMS,null,SFE
Trebet Aviation,null,AOO
Trend Aviation,null,TDA
Trener,null,TNX
Trenitalia,7T*,null
Tretyakovo,null,TKO
Tri-MG Intra Asia Airlines,GM,TMG
Tri-State Aero,null,TSS
Triair Bermuda,null,TBQ
Triangle Airline,null,TRU
Trident Aircraft,null,WMN
Trifly,null,SWD
Trigana Air Service,IL,TGN
International Trip Planning Services,null,ITP
Triple O. Aviation,null,TTP
Tristar Airlines,null,TRY
Tristar Air,null,TSY
Triton Airlines,null,DRC
Tropic Air,9N,TOS
Tropic Airlines-Air Molokai,null,TRO
Tropic Ocean Airways,null,FTO
Tropic Ocean Airways,TI,null
Tropical International Airways,null,TKX
Tropicana Airlines,null,TGP
TRTO Agency,null,MGF
Truck Rent (N.I.),null,null
Truman Aviation,null,null
Trustco Group International,null,TUS
Trustflight,null,TFJ
Tsaradia,TZ,TDS
Tselina,null,TZL
TTM Korea,null,TTK
TUI Airways,BY,TOM
TUI fly Netherlands,OR,TFL
TUI fly Belgium,TB*,JAF
TUIfly Nordic,6B*,BLX
TUIFly,X3*,TUI
Tulpar,null,RFE
TUM AeroCarga de Mexico,T2*,MCS
Tunisair Express,UG,TUX
Tunisair,TU,TAR
Tunisavia,null,TAJ
Tunisian Air Force,null,TUN
TurboJet,8S*,null
Turbot Air Cargo,null,TAC
Turismo Aereo de Chile,null,TUC
Turk Hava Kurumu Hava Taksi Isletmesi,null,THK
Turkestan,null,URK
Turkish Cargo,null,TKC
Turkish Air Force,null,HVK
Turkish Airlines General Aviation,null,TRK
Turkish Airlines,TK,THY
Turkmenhowayollary,null,TUG
Turkmenistan Airlines,T5,TUA
Turku Air,null,TKI
Turpial Airlines,T9,VTU
Turtle Airways,null,TLT
Turukhan Airlines,null,TRH
Tus Airways,U8,CYF
Tusheti,null,USB
TWC Aviation,null,SCN
Twente Airlines,null,TWO
Twin Cities Air Service,null,TCY
Twin Jet,T7,TJT
Twinjet Aircraft Sales,null,TWJ
Tyrol Air Ambulance,null,TYW
Tyrolean Jet Service,null,TJS
Tyrolean Jet Services Malta,null,TYJ
U.S. Air Force Auxiliary/Civil Air Patrol,null,CAP
U.S. Transportation Command,null,CMB
U.S. Navy Reserve Logistic Air Forces,null,CNV
"U.S. Department of the Interior, Office of Aircraft Services",null,DOI
"U.S. Department of State, INL Air Wing",null,DOS
U S Army Parachute Team,null,GKA
U.S. Department of Interior,null,JPR
"U S Marshals Service, U.S. Department Of Justice",null,MSH
U.S. Forest Service,null,XCN
U Airlines,null,ULG
UAS/AEF Leuchars,null,UAA
UAS/AEF Colerne,null,UAD
UAS/AEF Glasgow,null,UAJ
UAS/AEF Woodvale,null,UAM
UAS/AEF Benson,null,UAO
UAS/AEF Leeming,null,UAQ
UAS/AEF Boscombe Down,null,UAU
UAS / AEF Wyton,null,UAV
UAS/AEF St Athan,null,UAW
UAS/AEF Church Fenton,null,UAX
UAS/AEF Cosford,null,UAY
UAS Cranwell,null,UAS
UBM Aviation - OAG,CR,ABC
uep Airways,null,null
UG Jet,null,UGJ
Air Uganda International,null,AUX
Uganda Air Cargo,null,UCC
Uganda Royal Airways,null,RAU
Uganda Airlines,UR,UGD
UK HEMS,null,HLE
UK Home Office,null,UKP
UK Royal / VIP Flights,null,KRF
UK Royal / VIP Flights,null,KRH
UK Royal / H.R.H. Duke of York,null,LPD
UK Royal Positioning Flights,null,RRF
UK Royal VIP Helicopter Flights,null,TKF
UK International Airlines,null,UKI
Ukraine-Airalliance,null,UKL
Ukraine Air Enterprise,null,UKN
Ukraine International Airlines,PS,AUI
Ukrainian Handling Company,null,UHC
Ukrainian Helicopters,null,UHL
Ukrainian Pilot School,null,UPL
Ukrainian Wings,null,UWJ
"UKTUS, Aircompany",null,UKT
Ulba,null,ULB
ULS Airlines Cargo,GO*,KZU
Ultimate Heli,null,ULH
Ultimate Air Shuttle,UE,UJC
Ultimate Airways,null,ULR
Ultraair,null,ULA
Ultrair,null,ULT
UmzaXpress,null,UMZ
UN Humanitarian Relief Flights (Kosovo),null,KSV
UNEX,null,UNX
UNI Airways,B7,UIA
Uni-Fly HeliworX,null,UFX
Uni-fly,null,UNC
Unicair,null,UNI
Unicorn Air,null,UHI
Unidad de Helicopteros de la Ertzaintza,null,UHE
Unidades Aeromoviles del Ejercito De Tierra,null,ETF
Unifly,null,UFL
Unilode Aviation Solutions,C6*,null
Unilode Aviation Solutions Switzerland,R7*,null
Unilode Aviation Solutions,U9,null
Union de Transportes Aereo de Guinea Ecuatorial,null,UTG
Union Des Transports Africains de Guinee,null,GIH
Union Flights,null,UNF
Union Aviation,null,UAG
Unique Air Charter,null,UNQ
Unique Air,null,UQA
United Africa Airline (Liberia),null,UFR
United Arab Emirates Air Force,null,UAF
United Arabian Airlines,null,UAB
United Aviate Academy,null,VAR
United Carriers Systems,null,UCS
United Air Charters,null,UAC
United Eagle,null,UEE
United European Airlines,null,UEU
United Executive Jet,null,UEJ
United Company for Aviation Administration,null,UCV
United Nations,null,UNO
United Nigeria Airlines,null,NUA
United Aviation Services,null,SAU
"United States Government, Federal Aviation Administration",null,NHK
United States Air Force 100th Air Refueling Wing,null,QID
United States Air Force 89th Airlift Wing,null,SAM
United Airlines,UA,UAL
United West Airlines,null,UWA
Universal Aviation Academy,null,AUE
Universal Air Charter and Management,VO,UVL
Universal Jet Rental de Mexico,null,UJR
Universal Airways,UV,UVA
Air Universal,null,UVS
Universal Airlines,null,WEC
Universitetet I Tromso,null,UIT
University of North Dakota,null,NDU
University of Central Missouri,null,UCM
Uniworld Air Cargo,U7,UCG
Air Unlimited,null,AUD
Upavon (Trenchard Lines),null,UPV
Upper Area Control Centre,null,ZUZ
UPS,5X,UPS
UR Airlines,UD,UBD
Ural Airlines,U6,SVR
Air Urga,3N*,URG
Urgemer Canarias,null,UGC
Urumqi Airlines,UQ,CUH
US Airports Air Charter,null,UCH
US Army Aeronautical Services Agency,null,USR
US-Bangla Airlines,BS,UBG
US Department Of Justice Prisoner & Alien Transportation Service (JPATS),null,DOJ
"US Department of Transport, Federal Aviation Administration, Flight Inspection Services.",null,FLC
US Express,null,USX
US Immigration and Custom Enforcement,null,RPN
US Jet,null,USJ
USA Jet Airlines,UJ*,JUS
USAC Airways 695,5E,BLK
USAC Airways 695,TD*,BLK
USAF Air Mobility Operations Control Center,null,DOD
USC,null,null
uSKY AIR,null,URI
UTair-Helicopter Services,null,UTH
Utair Aviation,UT,UTA
Utair,null,UTR
Uvavemex,null,UVM
UVT aero,RT,UVT
UZ Aero Tech Group,null,UAT
Uzbekistan Airways,HY,UZB
V-Avia Airline,null,WIW
V Berd Avia,null,VBD
Valahia Air,null,VLH
Valair AG,null,RDW
Valair-Aviacao,null,VVV
Valair,null,VHS
Valan International Cargo Charter SA Pty Ltd.,null,VLA
Valan,null,VLN
Air Valencia,null,AVZ
Valkyrie Aero,null,DWG
Valletta Airlines,null,HOT
Valley FTU,null,VYT
Valley SAR Training Unit,null,VLL
Valljet,null,VLJ
ValueJet,VK,FVJ
Van Air Europe,V9,VAA
Vanguardia En Aviacion En Colima,null,VGC
Air Vanuatu,NF,AVN
Varesh Airlines,null,null
Varesh Air Lines,null,VRH
Vasco,0V*,VFC
VC Belogorie,null,BLO
VCAP Aviation,null,CXF
Vector,null,VEK
Vega Aviation & Eng. Systems,null,VIG
Venezolana,null,VNE
Vensecar Internacional,V4,VEC
Vent Airlines,null,VKY
Ventura,null,VNT
Venture Aviation Group,null,VET
Venture West,null,VWA
Verataxis,null,VTX
VeriJet,null,WSP
Vero Monmouth Airlines,null,VMA
Vertical Aviation,null,MDB
"Vertical-T, Air Company",null,VLT
Vertical-Team Airline,null,VCL
Vertir,null,VRZ
Veterans Airlift Command,null,HRF
VH-Air Industrie,null,VHA
Via Airlines,VC,SRY
Via Air,null,VID
Via Air,null,VIS
Viajes Don Goyo,null,VDG
Viajes Ejecutivos Mexicanos,null,VJM
Vibroair,null,VIB
Vichi,null,VIH
Victor Echo,null,VEE
Victor Tagle Larrain,null,VTL
Victoria Aviation,null,ENV
Victoria International Airways,null,WEV
Victory Air,null,FTN
Videcom International,U1,null
Vieques Air Link.,V4*,VES
Vietjet Air,VJ,VJC
Vietnam Airlines,VN,HVN
Vietravel Airlines,VU,VAG
Vietstar Airlines,null,VSM
Vifeomed,null,VFM
Vigo-Jet,null,VGJ
VIH Cougar Helicopters,null,VHC
Viking Express,null,WCY
Viking International Airlines (VIA),null,ICI
Viking Air,null,VKN
Vilga-Aviaservice,null,WSS
Vim-Aviaservice,null,MVY
Vintage Wings Of Canada,null,GHK
Vip-Avia,null,VPV
Vip Air Charter,null,FXF
Vip Empresarial,null,VIE
Vip Servicios Aereos Ejecutivos,null,VIC
Aviation Vip,null,VEP
Vipper,VG,null
Vipport,null,VNK
Virgin Atlantic International,null,VGI
Virgin Atlantic,VS,VIR
Virgin Australia Regional Airlines,null,OZW
Virgin Australia,VA,VOZ
Virgin Blue Holdings,null,VBH
Virgin Galactic,null,VGX
Virgin Orbit,null,OBT
Virtrans,null,VAB
Visa Aereas Ejecutivas,null,VIA
Vision Flight Center,null,VFS
Vision Air International,null,VIS
Vision Airways,null,VSN
Vista America,null,VJA
VistaJet,H5*,VJH
VistaJet,null,VJS
VistaJet,null,VJT
Vistara,UK,VTI
viva aerobus,VB,VIV
viva aerobus,VB,VIV
Vivo Air Links Holdings Ltd,VD,null
Vjet,null,VYE
VL Servicios Nacionales,null,LSN
Vladikavkaz State Air Enterprise,null,OSV
VMO Solutions,null,VMO
Voar Aviation,null,VOA
Voar,null,VRL
VOEPASS,2Z,PTB
Volare 22 X,null,VLR
Volare Air Charter Company,null,VCM
Volare Aviation,null,VLZ
Volaris Costa Rica,Q6,VOC
Volaris El Salvador,N3,VOS
Volaris Guatemala,null,VGU
Volaris,Y4,VOI
Volato,null,TMB
Voldirect,null,VDR
Volemos Servicios Aereos,null,VOY
Volga-Dnepr,VI*,VDA
Volkswagen AirService,null,BTX
Vologda Air,null,VGV
Volotea,V7,VOE
Air Volta,null,VLB
Voluxis San Marino,null,VXM
Voluxis,null,VXS
Voronezh Aircraft Manufacture Society,null,VSO
Vostok Airlines,null,VTK
Vostokaviaservis,null,VAV
Voyage Air,null,VRG
Voyageur Airways,null,VAL
Vueling Airlines,VY,VLG
Vuelos Asesorias Y Representaciones,null,VSE
Vuelos Corporativos de Tehuacan,null,VTH
Vuelos Internos Privados (V.I.P.),null,VUR
Vukani Aviation,null,VUK
Vulkan Air,null,VKA
VVB Aviation Charter Services,null,VVB
VZ Flights,null,VFT
Vzlyet,null,VZL
Waddington FTU,null,WAD
Walmart Aviation,null,CGG
Walsten Air Services,null,WAS
Waltair Europe,null,GOT
Waltzing Matilda Aviation,MW,WZM
Walya Airways,null,EAW
Wamos Air,EB,PLM
Wanfeng General Aviation,null,WFH
Warbelow's Air Ventures,4W,WAV
Warton Large Aircraft Flight Operations,null,WFD
Warton Military Flight Ops,null,WTN
Wasaya Airways,WP,WSG
Watermakers Air,null,WMA
Waters-Aero Marine,null,MID
Weasua Air Transport Company,null,WTC
Weathernews,null,WNI
Weatherzone,null,WZA
WEJET,null,WEJ
Welch Aviation,null,TDB
Weltall Avia,null,WLL
Wermlandsflyg,null,BLW
Wermlandsflyg,null,SWX
West African Cargo Airlines,null,WAC
West African Airlines,null,WSF
West African Air Transport,null,WTF
West Atlantic UK,null,NPT
West Atlantic Sweden,null,SWN
West-Caravan,null,WHU
Aviation West Charters,null,AGM
West Coast Airways,null,WCA
West Coast Charters,null,WCC
West Coast Airlines,null,WCG
West Freugh DTEO,null,TEE
West Isle Air,null,MRR
West Link Airlines (Nigeria),null,WLN
West Air Luxembourg,null,WLX
West Wind Aviation,null,WEW
Westair Cargo Airlines,null,WSC
Westair Aviation,null,EFF
Westair Helicopter Saudi,null,WSH
Westair Industries,null,PCM
Westair Aviation,null,NLF
Westair Aviation,null,WAA
Westair Aviation,WV,WAA
Western Aircraft,ST*,STT
Western Aviators,null,WTV
Western Air Couriers,null,NPC
Western Air Express,null,WAE
Western Global Airlines,KD*,WGN
Western Kenya Aircharters,null,WKC
Western Michigan University College of Aviation,null,WMU
Western Pacific Airservice,null,WPA
Western Air,WU,WST
Westjet Encore,WR,WEN
Westjet,WS,WJA
Westpoint Air,null,WTP
Westwind Aviation,null,WWA
Wheels Up,null,null
Wheels Up Private Jets,null,WUP
White River Air Services,null,WRA
White Waltham Airfield Ltd.,null,null
White Airways,WI,WHT
Air Whitsunday,null,RWS
Wideroe's,WF,WIF
Widgeon Airline,null,WID
Wiggins Airways,null,WIG
Wijet,null,WJT
Wiking Helikopter Service,null,WHS
Wilderness Air South Africa,null,WLD
Williams Grand Prix Engineering,null,WGP
Williams Air,null,WLS
Winair,WM,WIA
Winair,null,WNA
Winair,null,WVZ
Wind Spirit Air,null,WSI
WINDROSE Airlines,7W,WRC
Windrose Air,null,QGA
Windsor Jet Management,null,WJM
Windward Express Airways,null,WEA
Wing Aviation,null,CWG
Wingglider,null,FIS
wingo,P5,RPB
wingo,WH,WWP
Air Wings,null,BSB
Wings Express,null,WEX
Wings Air,IW,WON
Private Wings,JW,PWF
Wings Of Alaska,null,WAK
Wings Air Transport,null,WAT
Wings Aviation,null,TWD
Wings Air,null,WAI
Wings Airways,null,WAW
Wisconsin Air National Guard,null,WAG
Air Wisconsin,ZW,AWI
Wisman Aviation,null,WSM
Wittering FTU,null,WIT
Wizz Air,5W,WAZ
Wizz Air Malta,W4,WMT
Wizz Air UK,W9,WUK
Wizz Air,W6,WZZ
Wondair On Demand Aviation,null,WNR
Woodgate Aviation (NI) Ltd.,null,CWY
Working on Fire,null,WOF
World 2 Fly Portugal,3P,WPT
World Atlantic Airlines,WL,WAL
World Cargo Airlines,3G*,WCM
World Air Cargo Company (International Air Company),null,RGD
World Class Jets,null,SBE
World Ticket Ltd,W1,null
World Weatherwatch,null,XWW
world2fly,2W,WFL
Worldspan,1G,null
Worldwide Jet Charter,null,WWI
Worldwide Aviation Services,null,WWS
WRA,null,WRR
Wright Air Service,8V,WRF
WSI,null,XWS
Wucher Helicopters,null,null
Wyoming Airlines,null,WYG
Air X Charter,AX*,AXY
Air X Charter,null,AXY
AIR X Executive Jets,null,EYC
Air X Germany,null,AXG
X2 Air,null,BBI
Xabre Aerolineas,null,XAB
Xair Brno,null,XAE
Xcel Jet,null,XLJ
XE Jet,null,XEJ
Xead Aviation,null,XED
Xena,null,MRV
Xerox,null,XER
Xfly,EE,EST
Xi'an Aviation Base Jinsheng General Aviation,null,JHK
Xiamen Airlines,MF,CXA
Xinjiang General Aviation,null,XTH
Xinjiang Skylink General Aviation,null,KGA
Xiongan Airlines,null,CXN
XJC Ltd.,null,XJC
Xjet,null,XJT
XO,null,XOJ
Air Xpress,null,ARX
Xstrata Nickel,null,RAG
Yak Design Bureau,null,YAK
Yak Air,null,YRG
Yakutia Air,R3,SYL
Yakutsk Airlines,null,KUT
Yamal Airlines,YC,LLM
Yana Air Cargo,null,KYA
Yanair,YE,ANR
Yankee Delta,null,DYT
Yankee Lima Helicopteres,null,LYH
Yanzar,null,NZR
Yas Air Kish,null,MHD
Yazd Airways,null,DZD
Yellow River Delta General Aviation,null,DGA
Yellow Wings Air Serivces,null,ELW
Yemenia - Yemen Airways,IY,IYE
Yeti Airlines,YT,NYT
YTO Cargo Airlines,YG,HYT
Yuhi Air Lines,null,AYU
Yunnan Ruifeng General Aviation,null,RFH
YuvaJet,null,null
Yuzhnaya,null,UGN
Z-Aero Airlines,null,KVZ
Z-Airways & Services Ltd.,null,ZAW
Zaab Air,null,null
Zafer Air,null,HMZ
Zagros Airlines,null,IZG
Zambia Skyways,null,ZAK
Zambia Airways,ZN,AZB
Zantop International Airlines,null,ZAN
Zapways,R1,null
Zas Air,null,AZJ
Zeman Flugtechnik,null,JTS
Zeman Nextgen,null,AYJ
Zemmour Airlines,null,EMR
ZEN Flight,null,XEN
Zenith Aviation,null,BZE
Zephyr Express,null,RZR
Zephyr Aviation,null,MBG
Air Zermatt,null,AZF
Zetavia,ZK*,ZAV
Zetta Jet USA,null,ETA
Zeusch Aviation,null,SUZ
Zhayrem Gok,null,GOK
Zhejiang Airlines,null,CJG
Zhejiang Wanfeng General Aviation,null,WHG
Zhetysu,null,JTU
Zhez Air,null,KZH
Zhongfei General Aviation,null,CFZ
Zhou Ji Airlines,null,JCN
Zimbabwe Cargo Airlines,null,ZWD
Air Zimbabwe,UM,AZW
Zimex Aviation Austria,null,AZD
Zimex Aviation,XM,IMX
Zipair Tokyo,ZG,TZP
Zona Blava,null,OZB
Zooom,ZO,ZOM
Zorex,null,ORZ
Zorte Air,null,MZI
ZYB Lily Jet,null,MZT
