tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N348SW,Corporation,BOEING,1989-06-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N348UA,Corporation,BOEING,1989-01-13,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N349NB,Corporation,AIRBUS,2002-09-25,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N349NW,Corporation,AIRBUS INDUSTRIE,2007-07-13,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N349SW,Corporation,BOEING,1989-07-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N349UA,Corporation,BOEING,1989-01-26,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N350AA,Corporation,PIPER,1995-11-15,PA-31-350,Valid,Fixed Wing Multi-Engine,Reciprocating,1980
N350NA,Corporation,AIRBUS INDUSTRIE,2007-07-19,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N350SW,Corporation,BOEING,1989-08-22,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N350UA,Corporation,BOEING,1989-04-07,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N351AA,Corporation,BOEING,1996-06-27,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N351NB,Corporation,AIRBUS,2002-10-10,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N351NW,Corporation,AIRBUS INDUSTRIE,1998-12-18,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N351SW,Corporation,BOEING,2000-03-02,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N351UA,Corporation,BOEING,2005-09-12,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N35204,Corporation,BOEING,2000-07-17,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N35260,Corporation,BOEING,2001-06-11,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N35271,Corporation,BOEING,2001-11-02,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N352AA,Corporation,BOEING,1996-06-24,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N352NB,Corporation,AIRBUS,2002-10-22,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N352NW,Corporation,AIRBUS INDUSTRIE,1998-06-26,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N352SW,Corporation,BOEING,1990-11-28,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N353AA,Corporation,BOEING,1996-06-26,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N353NB,Corporation,AIRBUS,2002-10-25,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N353NW,Corporation,AIRBUS INDUSTRIE,1998-06-26,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N353SW,Corporation,BOEING,1990-12-03,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N35407,Corporation,BOEING,2001-09-21,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N354AA,Corporation,BOEING,1996-07-10,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N354CA,Corporation,BOMBARDIER INC,2007-12-19,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N354NB,Corporation,AIRBUS,2002-11-07,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N354NW,Corporation,AIRBUS INDUSTRIE,1998-06-26,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N354SW,Corporation,BOEING,1991-08-03,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N355AA,Corporation,BOEING,1988-06-16,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N355CA,Corporation,BOMBARDIER INC,2007-12-20,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N355NB,Corporation,AIRBUS,2002-11-14,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N355NW,Corporation,AIRBUS INDUSTRIE,1998-10-21,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N355SW,Corporation,BOEING,1991-08-12,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N356NW,Corporation,AIRBUS INDUSTRIE,1998-12-18,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N356SW,Corporation,BOEING,1991-08-16,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N357AA,Corporation,BOEING,1996-06-20,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N357NB,Corporation,AIRBUS,2002-12-19,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N357NW,Corporation,AIRBUS INDUSTRIE,1998-12-18,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N357SW,Corporation,BOEING,1992-06-10,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N358AA,Corporation,BOEING,2008-07-07,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N358NB,Corporation,AIRBUS,2003-03-18,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N358NW,Corporation,AIRBUS INDUSTRIE,1998-12-18,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N358SW,Corporation,BOEING,1992-06-11,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N359AA,Corporation,BOEING,1996-06-19,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N359NB,Corporation,AIRBUS,2003-02-26,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N359NW,Corporation,AIRBUS INDUSTRIE,1998-12-17,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N359SW,Corporation,BOEING,2004-05-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N360AA,Corporation,BOEING,1996-07-02,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N360NB,Corporation,AIRBUS,2003-05-08,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N360NW,Corporation,AIRBUS INDUSTRIE,1998-12-18,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N360SW,Corporation,BOEING,2004-05-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N361AA,Corporation,BOEING,1996-07-09,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N361NB,Corporation,AIRBUS,2003-05-21,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N361NW,Corporation,AIRBUS INDUSTRIE,1998-12-16,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N361SW,Corporation,BOEING,2004-05-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N36207,Corporation,BOEING,2000-08-08,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N36247,Corporation,BOEING,1999-12-03,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N36272,Corporation,BOEING,2001-11-16,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N36280,Corporation,BOEING,2003-12-18,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N362AA,Corporation,BOEING,1996-07-01,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N362NB,Corporation,AIRBUS,2003-06-05,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N362NW,Corporation,AIRBUS INDUSTRIE,1998-12-16,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N362SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N363AA,Corporation,BOEING,1988-09-16,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
N363NB,Corporation,AIRBUS,2003-06-20,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N363NW,Corporation,AIRBUS INDUSTRIE,1998-12-16,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N363SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N364NB,Corporation,AIRBUS,2003-06-27,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N364NW,Corporation,AIRBUS INDUSTRIE,1999-12-23,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N364SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N364UA,Corporation,BOEING,1989-09-28,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N365AA,Corporation,AGUSTA SPA,2003-10-21,A109E,Valid,Rotorcraft,Turbo-Shaft,2001
N365NB,Corporation,AIRBUS,2003-08-05,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N365NW,Corporation,AIRBUS INDUSTRIE,1999-12-23,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N365SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N365UA,Corporation,BOEING,1989-09-28,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N366AA,Corporation,BOEING,1999-12-28,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N366NB,Corporation,AIRBUS,2003-09-04,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N366NW,Corporation,AIRBUS INDUSTRIE,1999-12-23,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N366SW,Corporation,BOEING,1993-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N366UA,Corporation,BOEING,1989-09-28,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N367CA,Corporation,BOMBARDIER INC,2008-01-08,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N367NW,Corporation,AIRBUS INDUSTRIE,1999-09-16,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N367SW,Corporation,BOEING,1993-05-17,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N367UA,Corporation,BOEING,1989-09-28,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N368AA,Corporation,BOEING,2002-11-08,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N368CA,Corporation,BOMBARDIER INC,2008-01-08,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N368NB,Corporation,AIRBUS,2003-10-09,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N368NW,Corporation,AIRBUS INDUSTRIE,1999-09-16,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N368SW,Corporation,BOEING,1993-05-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N36915,Corporation,EMBRAER,2001-04-23,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N369AA,Corporation,BOEING,2002-04-25,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N369CA,Corporation,BOMBARDIER INC,2003-01-17,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N369NB,Corporation,AIRBUS,2003-11-07,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N369NW,Corporation,AIRBUS INDUSTRIE,1999-09-16,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N369SW,Corporation,BOEING,1993-06-07,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N369UA,Corporation,BOEING,1989-12-21,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37018,Corporation,BOEING,2002-04-19,777-224,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N370AA,Corporation,BOEING,1992-04-08,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N370NB,Corporation,AIRBUS,2003-12-10,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N370NW,Corporation,AIRBUS INDUSTRIE,1999-12-22,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N370SW,Corporation,BOEING,1993-08-05,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N370UA,Corporation,BOEING,1989-12-21,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37178,Corporation,CANADAIR,1997-06-26,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N371AA,Corporation,BOEING,1999-12-13,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N371CA,Corporation,BOMBARDIER INC,2003-01-31,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N371DA,Corporation,BOEING,1998-10-23,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N371NB,Corporation,AIRBUS,2003-12-12,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N371NW,Corporation,AIRBUS INDUSTRIE,2001-08-09,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N371SW,Corporation,BOEING,1993-08-23,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N371UA,Corporation,BOEING,2004-10-06,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37208,Corporation,CANADAIR,1998-02-09,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N37252,Corporation,BOEING,2000-09-14,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N37253,Corporation,BOEING,2000-09-20,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N37255,Corporation,BOEING,2000-10-24,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N37263,Corporation,BOEING,2001-08-01,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37267,Corporation,BOEING,2001-09-07,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37273,Corporation,BOEING,2001-12-05,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37274,Corporation,BOEING,2002-02-05,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N37277,Corporation,BOEING,2002-03-28,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N37281,Corporation,BOEING,2003-12-22,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N37287,Corporation,BOEING,2004-06-01,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N37290,Corporation,BOEING,2007-06-28,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N37293,Corporation,BOEING,2005-07-08,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N37298,Corporation,BOEING,2005-11-22,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N372AA,Corporation,BOEING,1992-05-22,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N372DA,Corporation,BOEING,1998-10-27,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N372NW,Corporation,AIRBUS INDUSTRIE,2001-11-30,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N372SW,Corporation,BOEING,1993-08-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N372UA,Corporation,BOEING,1989-12-21,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N3730B,Corporation,BOEING,2000-09-25,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3731T,Corporation,BOEING,2000-10-02,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3732J,Corporation,BOEING,2000-10-05,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3733Z,Corporation,BOEING,2000-10-31,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N37342,Corporation,BOMBARDIER INC,2000-12-29,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N3734B,Corporation,BOEING,2000-10-31,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3735D,Corporation,BOEING,2000-11-06,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3736C,Corporation,BOEING,2000-11-28,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3737C,Corporation,BOEING,2000-12-01,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N3738B,Corporation,BOEING,2000-12-15,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N373AA,Corporation,BOEING,1992-06-08,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N373DA,Corporation,BOEING,1998-10-28,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N373NW,Corporation,AIRBUS INDUSTRIE,2001-12-12,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N373SW,Corporation,BOEING,1993-08-25,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N373UA,Corporation,BOEING,1989-12-29,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N37408,Corporation,BOEING,2001-10-05,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N37409,Corporation,BOEING,2001-11-20,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N3740C,Corporation,BOEING,2000-12-21,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N37419,Corporation,BOEING,2008-03-25,737-924ER,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N3741S,Corporation,BOEING,2001-01-30,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3742C,Corporation,BOEING,2001-02-02,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3743H,Corporation,BOEING,2001-02-22,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3744D,Individual,CESSNA,1987-07-29,182A,Valid,Fixed Wing Single-Engine,Reciprocating,1957
N3745B,Corporation,BOEING,2001-06-13,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3746H,Corporation,BOEING,2001-06-15,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3747D,Corporation,BOEING,2001-05-23,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3748Y,Corporation,BOEING,2001-06-19,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3749D,Corporation,BOEING,2001-06-26,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N374AA,Corporation,BOEING,1992-06-17,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N374DA,Corporation,BOEING,1998-11-05,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N374NW,Corporation,AIRBUS INDUSTRIE,2001-12-18,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N374SW,Corporation,BOEING,1993-09-10,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N374UA,Corporation,BOEING,2004-11-24,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N3750D,Corporation,BOEING,2001-07-02,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3751B,Corporation,BOEING,2001-07-17,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3752,Corporation,BOEING,2001-07-24,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3753,Corporation,BOEING,2001-07-26,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3754A,Corporation,BOEING,2001-08-07,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3755D,Corporation,BOEING,2001-08-16,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3756,Corporation,BOEING,2001-09-05,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3757D,Corporation,BOEING,2001-08-22,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3758Y,Corporation,BOEING,2001-08-23,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3759,Corporation,BOEING,2001-12-21,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N375AA,Individual,AERO COMMANDER,1995-12-26,690A,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1974
N375DA,Corporation,BOEING,1998-12-01,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N375NC,Corporation,AIRBUS,2002-06-10,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N375SW,Corporation,BOEING,1993-09-28,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N375UA,Corporation,BOEING,2007-08-29,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N3760C,Corporation,BOEING,2001-12-26,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N37615,Corporation,BOEING,1994-08-09,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N3761R,Corporation,BOEING,2001-12-21,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3762Y,Corporation,BOEING,2001-12-20,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3763D,Corporation,BOEING,2001-12-20,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3764D,Corporation,BOEING,2001-12-27,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3765,Corporation,BOEING,2001-12-26,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3766,Corporation,BOEING,2001-12-27,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3767,Corporation,BOEING,2001-12-19,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N3768,Corporation,BOEING,2002-01-25,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N3769L,Corporation,BOEING,2002-02-01,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N376AA,Co-Owner,PIPER,2000-11-16,PA-32RT-300,Valid,Fixed Wing Single-Engine,Reciprocating,1978
N376CA,Corporation,BOMBARDIER INC,2007-12-20,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N376DA,Corporation,BOEING,1999-01-19,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N376NW,Corporation,AIRBUS,2002-07-11,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N376SW,Corporation,BOEING,1994-02-10,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N376UA,Corporation,BOEING,2007-08-29,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N37700,Corporation,BOEING,2002-02-26,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N3771K,Corporation,BOEING,2002-04-05,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N377DA,Corporation,BOEING,1999-05-11,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N377NW,Corporation,AIRBUS,2003-11-21,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N377UA,Corporation,BOEING,2007-09-05,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N378AA,Individual,CESSNA,2008-06-06,172E,Valid,Fixed Wing Single-Engine,Reciprocating,1963
N378CA,Corporation,BOMBARDIER INC,2003-04-17,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N378DA,Corporation,BOEING,1999-08-16,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N378NW,Corporation,AIRBUS,2003-12-18,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N378SW,Corporation,BOEING,1994-04-04,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N378UA,Corporation,BOEING,2007-09-06,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N379AA,Corporation,BOEING,1993-03-08,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N379CA,Corporation,BOMBARDIER INC,2007-12-20,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N379DA,Corporation,BOEING,1999-08-23,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N379SW,Corporation,BOEING,1994-04-04,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N379UA,Corporation,BOEING,2004-05-07,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N380DA,Corporation,BOEING,1999-09-23,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N380SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N381AA,Corporation,DOUGLAS,1998-12-21,DC-7BF,Valid,Fixed Wing Multi-Engine,Reciprocating,1956
N381UA,Corporation,BOEING,1990-05-30,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N38257,Corporation,BOEING,2000-11-15,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N38268,Corporation,BOEING,2001-10-01,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N382DA,Corporation,BOEING,1999-10-14,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N382SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N382UA,Corporation,BOEING,1990-05-30,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N383AA,Corporation,BEECH,2005-07-12,E-90,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1972
N383DN,Corporation,BOEING,1999-10-20,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N383SW,Corporation,BOEING,2004-05-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N383UA,Corporation,BOEING,2004-08-19,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N38403,Corporation,BOEING,2001-07-06,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N38417,Corporation,BOEING,2008-03-13,737-924ER,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
N384AA,Corporation,BOEING,1993-08-27,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N384AE,Corporation,SAAB-SCANIA,1996-10-29,SAAB 340B,Valid,Fixed Wing Multi-Engine,Turbo-Prop,0
N384DA,Corporation,BOEING,1999-11-24,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N384SW,Corporation,BOEING,2004-05-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N385DN,Corporation,BOEING,1999-11-22,737-832,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
